DATAFLOW,LAST UPDATE,freq,waste,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IE,2012,83,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IE,2013,79.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IE,2014,79.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IE,2015,79.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IE,2016,79.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IE,2017,78.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IE,2018,79.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IS,2010,65.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IS,2011,76.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IS,2012,62.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IS,2015,83.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IS,2016,83.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IS,2017,83.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2000,45.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2001,52.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2002,58.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2003,57.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2004,62.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2005,66.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2006,66.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2007,69.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2008,73.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2009,80.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2010,78.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2011,79.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2012,84.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2013,84.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2014,78.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2015,79.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2016,79.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2017,79.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,IT,2018,80,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2006,76,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2007,77,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2008,76.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2009,78,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2010,75.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2011,74.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2012,66.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2013,75.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2014,76.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2015,82.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2016,82.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2017,82.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LI,2018,82.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2004,59,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2005,59.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2006,59.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2007,67.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2008,73,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2009,73.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2010,83.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2011,83.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2012,82.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2013,87.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2014,89.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2015,87.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2016,85,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2017,86.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LT,2018,77.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2000,36.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2001,59.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2002,60.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2003,63.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2004,64.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2005,69.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2006,71.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2007,70.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2008,77.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2009,76.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2010,76,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2011,77.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2012,76.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2013,74.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2014,81.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2015,77.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2016,78.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2017,79.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LU,2018,80.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2004,60.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2005,59.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2006,58.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2007,57.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2008,66.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2009,74.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2010,74.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2011,75.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2012,75.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2013,74.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2014,81.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2015,77.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2016,81.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2017,86.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,LV,2018,82.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2004,8.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2005,10.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2006,11.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2007,8.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2008,29.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2009,48.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2010,51.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2011,72.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2012,77.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2013,48.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2014,55.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2015,56.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2016,59.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2017,50.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,MT,2018,48.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2000,70.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2001,65.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2002,69,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2003,68.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2004,70.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2005,71.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2006,94,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2007,93.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2008,96.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2009,94.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2010,89.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2011,88.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2012,88.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2013,88.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2014,85.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2015,85.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2016,85.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2017,87.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NL,2018,87.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2006,83.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2007,82.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2008,78,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2009,79.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2010,83.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2011,84.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2012,81.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2013,81.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2014,82.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2015,82.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2016,83,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2017,85,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,NO,2018,79.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2004,39.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2005,41,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2006,51,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2007,69.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2008,67.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2009,50.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2010,57.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2011,58.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2012,53.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2013,50,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2014,72.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2015,77.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2016,73.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2017,82.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PL,2018,88.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2000,46.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2001,57,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2002,50.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2003,50.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2004,55.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2005,59.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2006,68.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2007,81.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2008,87.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2009,79.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2010,67,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2011,71.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2012,66.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2013,73.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2014,69.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2015,62.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2016,70.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2017,66.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,PT,2018,66.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2005,51.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2006,55.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2007,61.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2008,61.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2009,68.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2010,66.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2011,65.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2012,69.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2013,74.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2014,83.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2015,89.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2016,92.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2017,90.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,RO,2018,88.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2000,62.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2001,68.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2002,70.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2003,88.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2004,70.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2005,72.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2006,72,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2007,73.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2008,74.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2009,74.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2010,69.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2011,75.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2012,76.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2013,78.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2014,79.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2015,81.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2016,81.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2017,81.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SE,2018,77.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2004,76.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2005,77.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2006,66.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2007,68.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2008,66.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2009,71.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2010,74.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2011,73.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2012,78.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2013,78.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2014,80.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2015,75.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2016,76.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2017,76.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SI,2018,81.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2003,49.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2004,50,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2005,20.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2006,60.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2007,86.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2008,53.6,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2009,84.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2010,50.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2011,80.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2012,84.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2013,79.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2014,79.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2015,76.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2016,78.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2017,74.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,SK,2018,76.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2000,50.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2001,52.7,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2002,59.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2003,65.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2004,68.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2005,74.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2006,78,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2007,79.3,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2008,79.7,s
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2009,83.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2010,81.9,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2011,84.8,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2012,86.5,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2013,89.4,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2014,73.1,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2015,77.2,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2016,82,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2017,79,
ESTAT:CEI_WM020(1.0),18/06/21 23:00:00,A,W150101,RT,UK,2018,74.4,
